      0.9000000     -0.0000254   3243.3854980
      0.9000000     -0.0000379   3290.1250000
      0.9000000     -0.0000471   3300.6362305
      0.9000000     -0.0000735   3305.4809570
      0.9000000      0.1109832   3303.6486816
      0.9000000      0.1244612   3325.0139160
      0.9000000     -0.0000862   3311.6523438
      0.9000000     -0.0001458   3325.0085449
      0.9000000      0.1123033   3321.6506348
      0.9000000     -0.0000835   3310.2788086
      0.9000000     -0.0000653   3311.4743652
      0.9000000     -0.0000282   3297.4692383
      0.9000000      0.1324778   3302.7021484
      0.9000000     -0.0001032   3308.2641602
      0.9000000     -0.0001134   3310.6118164
      0.9000000     -0.0000581   3303.9965820
      0.9000000      0.4324376   3305.8850098
      0.9000000     -0.0001284   3326.1433105
      0.9000000     -0.0001231   3312.8706055
      0.9000000     -0.0000464   3299.0986328
      0.9000000     -0.0000688   3304.1328125
      0.9000000     -0.0000947   3308.3144531
      0.9000000      0.0004666   3303.8425293
      0.9000000      0.5421982   3308.0122070
      0.9000000     -0.0000723   3311.9006348
      0.9000000     -0.0001104   3312.5698242
      0.9000000     -0.0001194   3305.2009277
      0.9000000     -0.0001102   3306.8864746
      0.9000000      0.5312274   3304.6574707
      0.9000000     -0.0000663   3320.1711426
      0.9000000     -0.0001416   3307.7204590
      0.9000000     -0.0000603   3305.9323730
      0.9000000     -0.0001214   3304.9174805
      0.9000000     -0.0000538   3300.1591797
      0.9000000     -0.0000952   3303.2941895
      0.9000000     -0.0001052   3299.4987793
      0.9000000     -0.0001373   3292.3408203
      0.9000000      0.0000132   3292.6062012
      0.9000000     -0.0001119   3297.2888184
      0.9000000     -0.0001299   3292.9765625
      0.9000000     -0.0000671   3295.4274902
      0.9000000      0.1661614   3298.1916504
      0.9000000     -0.0000434   3308.6267090
      0.9000000     -0.0000985   3295.3564453
      0.9000000      0.1800143   3304.4052734
      0.9000000     -0.0000857   3315.2111816
      0.9000000      0.1462519   3310.4936523
      0.9000000     -0.0000456   3317.5986328
      0.9000000     -0.0000690   3299.4858398
      0.9000000      0.1628180   3297.1887207
      0.9000000      0.0879839   3313.0905762
      0.9000000      0.0000371   3312.7451172
      0.9000000      0.1614010   3306.0056152
      0.9000000      0.0000461   3308.5361328
      0.9000000      0.1458441   3297.2329102
      0.9000000      0.0000947   3305.6005859
      0.9000000     -0.0000012   3262.9658203
      0.9000000      0.0000419   3294.8679199
      0.9000000      0.0000656   3290.1557617
      0.9000000      0.0001029   3303.7111816
      0.9000000      0.0000616   3302.2873535
      0.9000000      0.0000867   3297.2001953
      0.9000000      0.0000596   3294.5888672
      0.9000000      0.0000743   3297.3906250
      0.9000000      0.0000262   3298.5102539
      0.9000000      0.0000705   3301.7680664
      0.9000000      0.0755765   3302.9199219
      0.9000000      0.1959261   3312.0107422
      0.9000000      0.0001087   3314.6745605
      0.9000000      0.0000895   3310.6074219
      0.9000000      0.0000496   3299.8774414
      0.9000000      0.0000531   3291.4741211
      0.9000000      0.1497817   3299.8278809
      0.9000000      0.0000860   3307.9201660
      0.9000000      0.0001079   3297.9023438
      0.9000000      0.0006005   3308.1145020
      0.9000000      0.0000339   3301.0517578
      0.9000000      0.0000636   3301.2355957
      0.9000000      0.0000499   3291.5405273
      0.9000000      0.0000658   3291.6591797
      0.9000000      0.1591793   3297.6264648
      0.9000000      0.0000396   3310.2395020
      0.9000000      0.1286683   3303.1328125
      0.9000000      0.1874144   3311.6848145
      0.9000000      0.0000750   3306.3571777
      0.9000000      0.5726038   3303.7145996
      0.9000000      0.0000571   3313.3139648
      0.9000000      0.0000710   3309.8488770
      0.9000000      0.1956337   3297.9794922
      0.9000000      0.1502244   3303.1955566
      0.9000000      0.0000566   3303.7824707
      0.9000000      0.0000720   3289.8286133
      0.9000000      0.0000431   3290.4643555
      0.9000000      0.0000715   3295.1057129
      0.9000000      0.1078071   3293.9655762
      0.9000000      0.0000666   3298.5070801
      0.9000000      0.0005536   3298.1154785
      0.9000000      0.0000975   3297.0454102
      0.9000000      0.0001239   3285.5993652
      0.9000000      0.0000419   3276.5769043
     -0.9000000      0.0000626   3040.1477051
     -0.9000000      0.0001351   3052.3701172
     -0.9000000      0.3896863   3041.2446289
     -0.9000000      0.1028846   3054.2822266
     -0.9000000      0.0000775   3054.0292969
     -0.9000000      0.2324241   3022.4396973
     -0.9000000      0.0000828   3060.7731934
     -0.9000000      0.1261744   3060.8049316
     -0.9000000      0.0000870   3060.7973633
     -0.9000000      0.0000818   3054.8891602
     -0.9000000      0.0001366   3063.4311523
     -0.9000000      0.0000060   3063.3249512
     -0.9000000      0.0000035   3051.3591309
     -0.9000000      0.0000344   3022.0495605
     -0.9000000      0.0000391   3054.6440430
     -0.9000000      0.0000651   3050.1625977
     -0.9000000      0.0000279   3046.5856934
     -0.9000000      0.1011567   3044.2795410
     -0.9000000      0.0000723   3048.4836426
     -0.9000000      0.0000454   3050.8447266
     -0.9000000      0.1300308   3047.5390625
     -0.9000000      0.1233061   3046.1918945
     -0.9000000      0.0000456   3056.6699219
     -0.9000000      0.0500543   3034.8627930
     -0.9000000     -0.0000065   3043.2023926
     -0.9000000      0.0000566   3042.0480957
     -0.9000000     -0.0000045   3035.4177246
     -0.9000000     -0.0001039   3033.5952148
     -0.9000000      0.1729282   3046.4790039
     -0.9000000      0.3588617   3047.3481445
     -0.9000000      0.3719521   3045.1999512
     -0.9000000     -0.0001538   3046.4575195
     -0.9000000     -0.0001396   3033.4375000
     -0.9000000     -0.0001254   3037.3232422
     -0.9000000     -0.0001408   3034.2656250
     -0.9000000      0.5538179   3036.5085449
     -0.9000000     -0.0001994   3040.3244629
     -0.9000000     -0.0001189   3031.4033203
     -0.9000000      0.3832102   3025.0373535
     -0.9000000     -0.0000937   3053.7905273
     -0.9000000     -0.0001341   3042.3137207
